branch,sale_id,total_price,moving_avg_3
A,7,11.46,11.46
A,9,302.81,108.58
A,9,302.81,205.69
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,9,302.81,302.81
A,11,69.81,225.14
A,11,69.81,147.48
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,11,69.81,69.81
A,13,14.08,51.23
A,13,14.08,32.66
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,13,14.08,14.08
A,19,41.92,23.36
A,19,41.92,32.64
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,19,41.92,41.92
A,20,59.75,47.86
A,20,59.75,53.81
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,20,59.75,59.75
A,23,33.38,50.96
A,23,33.38,42.17
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,23,33.38,33.38
A,24,40.77,35.84
A,24,40.77,38.31
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,24,40.77,40.77
A,27,20.44,33.99
A,27,20.44,27.22
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,27,20.44,20.44
A,28,299.41,113.43
A,28,299.41,206.42
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,28,299.41,299.41
A,30,198.54,265.79
A,30,198.54,232.16
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,30,198.54,198.54
A,31,11.88,136.32
A,31,11.88,74.1
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,31,11.88,11.88
A,32,17.3,13.69
A,32,17.3,15.49
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,32,17.3,17.3
A,35,28.72,21.11
A,35,28.72,24.91
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,35,28.72,28.72
A,36,210.9,89.45
A,36,210.9,150.17
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,36,210.9,210.9
A,39,246.21,222.67
A,39,246.21,234.44
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,39,246.21,246.21
A,40,13.77,168.73
A,40,13.77,91.25
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,40,13.77,13.77
A,41,115.56,47.7
A,41,115.56,81.63
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,41,115.56,115.56
A,42,140.98,124.03
A,42,140.98,132.51
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,42,140.98,140.98
A,43,8.92,96.96
A,43,8.92,52.94
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,43,8.92,8.92
A,44,43.08,20.31
A,44,43.08,31.69
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,44,43.08,43.08
A,46,136.53,74.23
A,46,136.53,105.38
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,46,136.53,136.53
A,47,10.96,94.67
A,47,10.96,52.82
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,47,10.96,10.96
A,50,335.45,119.12
A,50,335.45,227.29
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,50,335.45,335.45
A,51,346.02,338.97
A,51,346.02,342.5
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,51,346.02,346.02
A,52,59.71,250.58
A,52,59.71,155.15
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
A,52,59.71,59.71
