city,sale_id,total_price,prev_total_price,diff
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,6,108.24,108.24,0.0
Chicago,7,11.46,108.24,-96.78
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,7,11.46,11.46,0.0
Chicago,9,302.81,11.46,291.35
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,9,302.81,302.81,0.0
Chicago,11,69.81,302.81,-233.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,11,69.81,69.81,0.0
Chicago,20,59.75,69.81,-10.06
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,20,59.75,59.75,0.0
Chicago,24,40.77,59.75,-18.98
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,24,40.77,40.77,0.0
Chicago,30,198.54,40.77,157.77
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,30,198.54,198.54,0.0
Chicago,31,11.88,198.54,-186.66
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,31,11.88,11.88,0.0
Chicago,44,43.08,11.88,31.2
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,44,43.08,43.08,0.0
Chicago,50,335.45,43.08,292.37
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,50,335.45,335.45,0.0
Chicago,51,346.02,335.45,10.57
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,51,346.02,346.02,0.0
Chicago,52,59.71,346.02,-286.31
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,52,59.71,59.71,0.0
Chicago,56,212.5,59.71,152.79
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,56,212.5,212.5,0.0
Chicago,57,414.94,212.5,202.44
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,57,414.94,414.94,0.0
Chicago,58,427.14,414.94,12.2
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,58,427.14,427.14,0.0
Chicago,59,331.27,427.14,-95.87
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,59,331.27,331.27,0.0
Chicago,60,59.88,331.27,-271.39
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,60,59.88,59.88,0.0
Chicago,62,287.47,59.88,227.59
Chicago,62,287.47,287.47,0.0
Chicago,62,287.47,287.47,0.0
Chicago,62,287.47,287.47,0.0
Chicago,62,287.47,287.47,0.0
Chicago,62,287.47,287.47,0.0
Chicago,62,287.47,287.47,0.0
Chicago,62,287.47,287.47,0.0
Chicago,62,287.47,287.47,0.0
Chicago,62,287.47,287.47,0.0
