product_category,sale_id,product_name,total_price,running_total
Beverages,15,Apple,62.53,3451.04
Beverages,15,Apple,62.53,3513.57
Beverages,15,Apple,62.53,3576.1
Beverages,15,Apple,62.53,3638.63
Beverages,15,Apple,62.53,3701.16
Beverages,15,Apple,62.53,3763.69
Beverages,15,Apple,62.53,3826.22
Beverages,15,Apple,62.53,3888.75
Beverages,15,Apple,62.53,3951.28
Beverages,15,Apple,62.53,4013.81
Beverages,15,Apple,62.53,4076.34
Beverages,15,Apple,62.53,4138.87
Beverages,15,Apple,62.53,4201.4
Beverages,15,Apple,62.53,4263.93
Beverages,15,Apple,62.53,4326.46
Beverages,15,Apple,62.53,4388.99
Beverages,15,Apple,62.53,4451.52
Beverages,15,Apple,62.53,4514.05
Beverages,15,Apple,62.53,4576.58
Beverages,15,Apple,62.53,4639.11
Beverages,15,Apple,62.53,4701.64
Beverages,15,Apple,62.53,4764.17
Beverages,15,Apple,62.53,4826.7
Beverages,15,Apple,62.53,4889.23
Beverages,15,Apple,62.53,4951.76
Beverages,15,Apple,62.53,5014.29
Beverages,15,Apple,62.53,5076.82
Beverages,15,Apple,62.53,5139.35
Beverages,15,Apple,62.53,5201.88
Beverages,15,Apple,62.53,5264.41
Beverages,15,Apple,62.53,5326.94
Beverages,15,Apple,62.53,5389.47
Beverages,15,Apple,62.53,5452.0
Beverages,15,Apple,62.53,5514.53
Beverages,15,Apple,62.53,5577.06
Beverages,15,Apple,62.53,5639.59
Beverages,15,Apple,62.53,5702.12
Beverages,15,Apple,62.53,5764.65
Beverages,15,Apple,62.53,5827.18
Beverages,19,Apple,41.92,5869.1
Beverages,19,Apple,41.92,5911.02
Beverages,19,Apple,41.92,5952.94
Beverages,19,Apple,41.92,5994.86
Beverages,19,Apple,41.92,6036.78
Beverages,19,Apple,41.92,6078.7
Beverages,19,Apple,41.92,6120.62
Beverages,19,Apple,41.92,6162.54
Beverages,19,Apple,41.92,6204.46
Beverages,19,Apple,41.92,6246.38
Beverages,19,Apple,41.92,6288.3
Beverages,19,Apple,41.92,6330.22
Beverages,19,Apple,41.92,6372.14
Beverages,19,Apple,41.92,6414.06
Beverages,19,Apple,41.92,6455.98
Beverages,19,Apple,41.92,6497.9
Beverages,19,Apple,41.92,6539.82
Beverages,19,Apple,41.92,6581.74
Beverages,19,Apple,41.92,6623.66
Beverages,19,Apple,41.92,6665.58
Beverages,19,Apple,41.92,6707.5
Beverages,19,Apple,41.92,6749.42
Beverages,19,Apple,41.92,6791.34
Beverages,19,Apple,41.92,6833.26
Beverages,19,Apple,41.92,6875.18
Beverages,19,Apple,41.92,6917.1
Beverages,19,Apple,41.92,6959.02
Beverages,19,Apple,41.92,7000.94
Beverages,19,Apple,41.92,7042.86
Beverages,19,Apple,41.92,7084.78
Beverages,19,Apple,41.92,7126.7
Beverages,19,Apple,41.92,7168.62
Beverages,19,Apple,41.92,7210.54
Beverages,19,Apple,41.92,7252.46
Beverages,19,Apple,41.92,7294.38
Beverages,19,Apple,41.92,7336.3
Beverages,19,Apple,41.92,7378.22
Beverages,19,Apple,41.92,7420.14
Beverages,19,Apple,41.92,7462.06
Beverages,19,Apple,41.92,7503.98
Beverages,22,Orange Juice,7.28,7511.26
Beverages,22,Orange Juice,7.28,7518.54
Beverages,22,Orange Juice,7.28,7525.82
Beverages,22,Orange Juice,7.28,7533.1
Beverages,22,Orange Juice,7.28,7540.38
Beverages,22,Orange Juice,7.28,7547.66
Beverages,22,Orange Juice,7.28,7554.94
Beverages,22,Orange Juice,7.28,7562.22
Beverages,22,Orange Juice,7.28,7569.5
Beverages,22,Orange Juice,7.28,7576.78
Beverages,22,Orange Juice,7.28,7584.06
Beverages,22,Orange Juice,7.28,7591.34
Beverages,22,Orange Juice,7.28,7598.62
Beverages,22,Orange Juice,7.28,7605.9
Beverages,22,Orange Juice,7.28,7613.18
Beverages,22,Orange Juice,7.28,7620.46
Beverages,22,Orange Juice,7.28,7627.74
Beverages,22,Orange Juice,7.28,7635.02
Beverages,22,Orange Juice,7.28,7642.3
Beverages,22,Orange Juice,7.28,7649.58
Beverages,22,Orange Juice,7.28,7656.86
Beverages,22,Orange Juice,7.28,7664.14
Beverages,22,Orange Juice,7.28,7671.42
Beverages,22,Orange Juice,7.28,7678.7
Beverages,22,Orange Juice,7.28,7685.98
Beverages,22,Orange Juice,7.28,7693.26
Beverages,22,Orange Juice,7.28,7700.54
Beverages,22,Orange Juice,7.28,7707.82
Beverages,22,Orange Juice,7.28,7715.1
Beverages,22,Orange Juice,7.28,7722.38
Beverages,22,Orange Juice,7.28,7729.66
Beverages,23,Shampoo,33.38,7763.04
Beverages,23,Shampoo,33.38,7796.42
Beverages,23,Shampoo,33.38,7829.8
Beverages,23,Shampoo,33.38,7863.18
Beverages,23,Shampoo,33.38,7896.56
Beverages,23,Shampoo,33.38,7929.94
Beverages,23,Shampoo,33.38,7963.32
Beverages,23,Shampoo,33.38,7996.7
Beverages,23,Shampoo,33.38,8030.08
Beverages,23,Shampoo,33.38,8063.46
Beverages,23,Shampoo,33.38,8096.84
Beverages,23,Shampoo,33.38,8130.22
Beverages,23,Shampoo,33.38,8163.6
Beverages,23,Shampoo,33.38,8196.98
Beverages,23,Shampoo,33.38,8230.36
Beverages,23,Shampoo,33.38,8263.74
Beverages,23,Shampoo,33.38,8297.12
Beverages,23,Shampoo,33.38,8330.5
Beverages,23,Shampoo,33.38,8363.88
Beverages,23,Shampoo,33.38,8397.26
Beverages,23,Shampoo,33.38,8430.64
Beverages,23,Shampoo,33.38,8464.02
Beverages,23,Shampoo,33.38,8497.4
Beverages,23,Shampoo,33.38,8530.78
Beverages,23,Shampoo,33.38,8564.16
Beverages,23,Shampoo,33.38,8597.54
Beverages,23,Shampoo,33.38,8630.92
Beverages,23,Shampoo,33.38,8664.3
Beverages,23,Shampoo,33.38,8697.68
Beverages,23,Shampoo,33.38,8731.06
Beverages,23,Shampoo,33.38,8764.44
Beverages,23,Shampoo,33.38,8797.82
Beverages,23,Shampoo,33.38,8831.2
Beverages,23,Shampoo,33.38,8864.58
Beverages,25,Detergent,218.22,9082.8
Beverages,25,Detergent,218.22,9301.02
Beverages,25,Detergent,218.22,9519.24
Beverages,25,Detergent,218.22,9737.46
Beverages,25,Detergent,218.22,9955.68
Beverages,25,Detergent,218.22,10173.9
Beverages,25,Detergent,218.22,10392.12
Beverages,25,Detergent,218.22,10610.34
Beverages,25,Detergent,218.22,10828.56
Beverages,25,Detergent,218.22,11046.78
Beverages,25,Detergent,218.22,11265.0
Beverages,25,Detergent,218.22,11483.22
Beverages,25,Detergent,218.22,11701.44
Beverages,25,Detergent,218.22,11919.66
Beverages,25,Detergent,218.22,12137.88
Beverages,25,Detergent,218.22,12356.1
Beverages,25,Detergent,218.22,12574.32
Beverages,25,Detergent,218.22,12792.54
Beverages,25,Detergent,218.22,13010.76
Beverages,25,Detergent,218.22,13228.98
Beverages,25,Detergent,218.22,13447.2
Beverages,25,Detergent,218.22,13665.42
Beverages,25,Detergent,218.22,13883.64
Beverages,25,Detergent,218.22,14101.86
Beverages,25,Detergent,218.22,14320.08
Beverages,25,Detergent,218.22,14538.3
Beverages,25,Detergent,218.22,14756.52
Beverages,25,Detergent,218.22,14974.74
Beverages,25,Detergent,218.22,15192.96
Beverages,25,Detergent,218.22,15411.18
Beverages,25,Detergent,218.22,15629.4
Beverages,25,Detergent,218.22,15847.62
Beverages,25,Detergent,218.22,16065.84
Beverages,25,Detergent,218.22,16284.06
Beverages,25,Detergent,218.22,16502.28
Beverages,25,Detergent,218.22,16720.5
Beverages,38,Notebook,81.19,16801.69
Beverages,38,Notebook,81.19,16882.88
Beverages,38,Notebook,81.19,16964.07
Beverages,38,Notebook,81.19,17045.26
Beverages,38,Notebook,81.19,17126.45
Beverages,38,Notebook,81.19,17207.64
Beverages,38,Notebook,81.19,17288.83
Beverages,38,Notebook,81.19,17370.02
Beverages,38,Notebook,81.19,17451.21
Beverages,38,Notebook,81.19,17532.4
Beverages,38,Notebook,81.19,17613.59
Beverages,38,Notebook,81.19,17694.78
Beverages,38,Notebook,81.19,17775.97
Beverages,38,Notebook,81.19,17857.16
Beverages,38,Notebook,81.19,17938.35
Beverages,38,Notebook,81.19,18019.54
Beverages,38,Notebook,81.19,18100.73
Beverages,38,Notebook,81.19,18181.92
Beverages,38,Notebook,81.19,18263.11
Beverages,38,Notebook,81.19,18344.3
Beverages,38,Notebook,81.19,18425.49
Beverages,38,Notebook,81.19,18506.68
Beverages,38,Notebook,81.19,18587.87
Beverages,38,Notebook,81.19,18669.06
Beverages,38,Notebook,81.19,18750.25
Beverages,38,Notebook,81.19,18831.44
Beverages,38,Notebook,81.19,18912.63
Beverages,38,Notebook,81.19,18993.82
Beverages,38,Notebook,81.19,19075.01
Beverages,38,Notebook,81.19,19156.2
Beverages,38,Notebook,81.19,19237.39
Beverages,38,Notebook,81.19,19318.58
Beverages,38,Notebook,81.19,19399.77
Beverages,38,Notebook,81.19,19480.96
Beverages,38,Notebook,81.19,19562.15
Beverages,38,Notebook,81.19,19643.34
Beverages,38,Notebook,81.19,19724.53
Beverages,38,Notebook,81.19,19805.72
Beverages,38,Notebook,81.19,19886.91
Beverages,38,Notebook,81.19,19968.1
Beverages,38,Notebook,81.19,20049.29
Beverages,38,Notebook,81.19,20130.48
Beverages,38,Notebook,81.19,20211.67
Beverages,38,Notebook,81.19,20292.86
Beverages,39,Notebook,246.21,20539.07
Beverages,39,Notebook,246.21,20785.28
Beverages,39,Notebook,246.21,21031.49
Beverages,39,Notebook,246.21,21277.7
Beverages,39,Notebook,246.21,21523.91
Beverages,39,Notebook,246.21,21770.12
Beverages,39,Notebook,246.21,22016.33
Beverages,39,Notebook,246.21,22262.54
Beverages,39,Notebook,246.21,22508.75
Beverages,39,Notebook,246.21,22754.96
Beverages,39,Notebook,246.21,23001.17
Beverages,39,Notebook,246.21,23247.38
Beverages,39,Notebook,246.21,23493.59
Beverages,39,Notebook,246.21,23739.8
Beverages,39,Notebook,246.21,23986.01
Beverages,39,Notebook,246.21,24232.22
Beverages,39,Notebook,246.21,24478.43
Beverages,39,Notebook,246.21,24724.64
Beverages,39,Notebook,246.21,24970.85
Beverages,39,Notebook,246.21,25217.06
Beverages,39,Notebook,246.21,25463.27
Beverages,39,Notebook,246.21,25709.48
Beverages,39,Notebook,246.21,25955.69
Beverages,39,Notebook,246.21,26201.9
Beverages,39,Notebook,246.21,26448.11
Beverages,39,Notebook,246.21,26694.32
Beverages,39,Notebook,246.21,26940.53
Beverages,39,Notebook,246.21,27186.74
Beverages,39,Notebook,246.21,27432.95
Beverages,39,Notebook,246.21,27679.16
Beverages,39,Notebook,246.21,27925.37
Beverages,39,Notebook,246.21,28171.58
Beverages,39,Notebook,246.21,28417.79
Beverages,39,Notebook,246.21,28664.0
Beverages,39,Notebook,246.21,28910.21
Beverages,39,Notebook,246.21,29156.42
Beverages,39,Notebook,246.21,29402.63
Beverages,39,Notebook,246.21,29648.84
Beverages,39,Notebook,246.21,29895.05
Beverages,39,Notebook,246.21,30141.26
Beverages,39,Notebook,246.21,30387.47
Beverages,39,Notebook,246.21,30633.68
Beverages,39,Notebook,246.21,30879.89
Beverages,39,Notebook,246.21,31126.1
Beverages,57,Orange Juice,414.94,31541.04
Beverages,57,Orange Juice,414.94,31955.98
Beverages,57,Orange Juice,414.94,32370.92
Beverages,57,Orange Juice,414.94,32785.86
Beverages,57,Orange Juice,414.94,33200.8
Beverages,57,Orange Juice,414.94,33615.74
Beverages,57,Orange Juice,414.94,34030.68
Beverages,57,Orange Juice,414.94,34445.62
Beverages,57,Orange Juice,414.94,34860.56
Beverages,57,Orange Juice,414.94,35275.5
Beverages,57,Orange Juice,414.94,35690.44
Beverages,57,Orange Juice,414.94,36105.38
Beverages,57,Orange Juice,414.94,36520.32
Beverages,57,Orange Juice,414.94,36935.26
Beverages,57,Orange Juice,414.94,37350.2
Beverages,57,Orange Juice,414.94,37765.14
Beverages,57,Orange Juice,414.94,38180.08
Beverages,57,Orange Juice,414.94,38595.02
Beverages,57,Orange Juice,414.94,39009.96
Beverages,57,Orange Juice,414.94,39424.9
Beverages,57,Orange Juice,414.94,39839.84
Beverages,57,Orange Juice,414.94,40254.78
Beverages,57,Orange Juice,414.94,40669.72
Beverages,57,Orange Juice,414.94,41084.66
Beverages,57,Orange Juice,414.94,41499.6
Beverages,57,Orange Juice,414.94,41914.54
Beverages,57,Orange Juice,414.94,42329.48
Beverages,57,Orange Juice,414.94,42744.42
Beverages,57,Orange Juice,414.94,43159.36
Beverages,57,Orange Juice,414.94,43574.3
Beverages,57,Orange Juice,414.94,43989.24
Beverages,62,Orange Juice,287.47,44276.71
Beverages,62,Orange Juice,287.47,44564.18
Beverages,62,Orange Juice,287.47,44851.65
Beverages,62,Orange Juice,287.47,45139.12
Beverages,62,Orange Juice,287.47,45426.59
Beverages,62,Orange Juice,287.47,45714.06
Beverages,62,Orange Juice,287.47,46001.53
Beverages,62,Orange Juice,287.47,46289.0
Beverages,62,Orange Juice,287.47,46576.47
Beverages,62,Orange Juice,287.47,46863.94
Beverages,62,Orange Juice,287.47,47151.41
Beverages,62,Orange Juice,287.47,47438.88
Beverages,62,Orange Juice,287.47,47726.35
Beverages,62,Orange Juice,287.47,48013.82
Beverages,62,Orange Juice,287.47,48301.29
Beverages,62,Orange Juice,287.47,48588.76
Beverages,62,Orange Juice,287.47,48876.23
Beverages,62,Orange Juice,287.47,49163.7
Beverages,62,Orange Juice,287.47,49451.17
Beverages,62,Orange Juice,287.47,49738.64
Beverages,62,Orange Juice,287.47,50026.11
Beverages,62,Orange Juice,287.47,50313.58
Beverages,62,Orange Juice,287.47,50601.05
Beverages,62,Orange Juice,287.47,50888.52
Beverages,62,Orange Juice,287.47,51175.99
Beverages,62,Orange Juice,287.47,51463.46
Beverages,62,Orange Juice,287.47,51750.93
Beverages,62,Orange Juice,287.47,52038.4
Beverages,62,Orange Juice,287.47,52325.87
Beverages,62,Orange Juice,287.47,52613.34
Beverages,62,Orange Juice,287.47,52900.81
Beverages,78,Apple,144.02,53044.83
Beverages,78,Apple,144.02,53188.85
Beverages,78,Apple,144.02,53332.87
Beverages,78,Apple,144.02,53476.89
Beverages,78,Apple,144.02,53620.91
Beverages,78,Apple,144.02,53764.93
Beverages,78,Apple,144.02,53908.95
Beverages,78,Apple,144.02,54052.97
Beverages,78,Apple,144.02,54196.99
Beverages,78,Apple,144.02,54341.01
Beverages,78,Apple,144.02,54485.03
Beverages,78,Apple,144.02,54629.05
Beverages,78,Apple,144.02,54773.07
Beverages,78,Apple,144.02,54917.09
Beverages,78,Apple,144.02,55061.11
Beverages,78,Apple,144.02,55205.13
Beverages,78,Apple,144.02,55349.15
Beverages,78,Apple,144.02,55493.17
Beverages,78,Apple,144.02,55637.19
Beverages,78,Apple,144.02,55781.21
Beverages,78,Apple,144.02,55925.23
Beverages,78,Apple,144.02,56069.25
Beverages,78,Apple,144.02,56213.27
Beverages,78,Apple,144.02,56357.29
Beverages,78,Apple,144.02,56501.31
Beverages,78,Apple,144.02,56645.33
Beverages,78,Apple,144.02,56789.35
Beverages,78,Apple,144.02,56933.37
Beverages,78,Apple,144.02,57077.39
Beverages,78,Apple,144.02,57221.41
Beverages,78,Apple,144.02,57365.43
Beverages,78,Apple,144.02,57509.45
Beverages,78,Apple,144.02,57653.47
Beverages,78,Apple,144.02,57797.49
Beverages,78,Apple,144.02,57941.51
Beverages,78,Apple,144.02,58085.53
Beverages,78,Apple,144.02,58229.55
Beverages,78,Apple,144.02,58373.57
Beverages,78,Apple,144.02,58517.59
Beverages,78,Apple,144.02,58661.61
Beverages,79,Notebook,166.9,58828.51
Beverages,79,Notebook,166.9,58995.41
Beverages,79,Notebook,166.9,59162.31
Beverages,79,Notebook,166.9,59329.21
Beverages,79,Notebook,166.9,59496.11
Beverages,79,Notebook,166.9,59663.01
Beverages,79,Notebook,166.9,59829.91
Beverages,79,Notebook,166.9,59996.81
Beverages,79,Notebook,166.9,60163.71
Beverages,79,Notebook,166.9,60330.61
Beverages,79,Notebook,166.9,60497.51
Beverages,79,Notebook,166.9,60664.41
Beverages,79,Notebook,166.9,60831.31
Beverages,79,Notebook,166.9,60998.21
Beverages,79,Notebook,166.9,61165.11
Beverages,79,Notebook,166.9,61332.01
Beverages,79,Notebook,166.9,61498.91
Beverages,79,Notebook,166.9,61665.81
Beverages,79,Notebook,166.9,61832.71
Beverages,79,Notebook,166.9,61999.61
Beverages,79,Notebook,166.9,62166.51
Beverages,79,Notebook,166.9,62333.41
Beverages,79,Notebook,166.9,62500.31
Beverages,79,Notebook,166.9,62667.21
Beverages,79,Notebook,166.9,62834.11
Beverages,79,Notebook,166.9,63001.01
Beverages,79,Notebook,166.9,63167.91
Beverages,79,Notebook,166.9,63334.81
Beverages,79,Notebook,166.9,63501.71
Beverages,79,Notebook,166.9,63668.61
Beverages,79,Notebook,166.9,63835.51
Beverages,79,Notebook,166.9,64002.41
Beverages,79,Notebook,166.9,64169.31
Beverages,79,Notebook,166.9,64336.21
Beverages,79,Notebook,166.9,64503.11
Beverages,79,Notebook,166.9,64670.01
Beverages,79,Notebook,166.9,64836.91
Beverages,79,Notebook,166.9,65003.81
Beverages,79,Notebook,166.9,65170.71
Beverages,79,Notebook,166.9,65337.61
Beverages,79,Notebook,166.9,65504.51
Beverages,79,Notebook,166.9,65671.41
Beverages,79,Notebook,166.9,65838.31
Beverages,79,Notebook,166.9,66005.21
Beverages,84,Notebook,187.89,66193.1
Beverages,84,Notebook,187.89,66380.99
Beverages,84,Notebook,187.89,66568.88
Beverages,84,Notebook,187.89,66756.77
Beverages,84,Notebook,187.89,66944.66
Beverages,84,Notebook,187.89,67132.55
Beverages,84,Notebook,187.89,67320.44
Beverages,84,Notebook,187.89,67508.33
Beverages,84,Notebook,187.89,67696.22
Beverages,84,Notebook,187.89,67884.11
Beverages,84,Notebook,187.89,68072.0
Beverages,84,Notebook,187.89,68259.89
Beverages,84,Notebook,187.89,68447.78
Beverages,84,Notebook,187.89,68635.67
Beverages,84,Notebook,187.89,68823.56
Beverages,84,Notebook,187.89,69011.45
Beverages,84,Notebook,187.89,69199.34
Beverages,84,Notebook,187.89,69387.23
Beverages,84,Notebook,187.89,69575.12
Beverages,84,Notebook,187.89,69763.01
Beverages,84,Notebook,187.89,69950.9
Beverages,84,Notebook,187.89,70138.79
Beverages,84,Notebook,187.89,70326.68
Beverages,84,Notebook,187.89,70514.57
Beverages,84,Notebook,187.89,70702.46
Beverages,84,Notebook,187.89,70890.35
Beverages,84,Notebook,187.89,71078.24
Beverages,84,Notebook,187.89,71266.13
Beverages,84,Notebook,187.89,71454.02
Beverages,84,Notebook,187.89,71641.91
Beverages,84,Notebook,187.89,71829.8
Beverages,84,Notebook,187.89,72017.69
Beverages,84,Notebook,187.89,72205.58
Beverages,84,Notebook,187.89,72393.47
Beverages,84,Notebook,187.89,72581.36
Beverages,84,Notebook,187.89,72769.25
Beverages,84,Notebook,187.89,72957.14
Beverages,84,Notebook,187.89,73145.03
Beverages,84,Notebook,187.89,73332.92
Beverages,84,Notebook,187.89,73520.81
Beverages,84,Notebook,187.89,73708.7
Beverages,84,Notebook,187.89,73896.59
Beverages,84,Notebook,187.89,74084.48
Beverages,84,Notebook,187.89,74272.37
Beverages,86,Orange Juice,53.5,74325.87
Beverages,86,Orange Juice,53.5,74379.37
Beverages,86,Orange Juice,53.5,74432.87
Beverages,86,Orange Juice,53.5,74486.37
Beverages,86,Orange Juice,53.5,74539.87
Beverages,86,Orange Juice,53.5,74593.37
Beverages,86,Orange Juice,53.5,74646.87
Beverages,86,Orange Juice,53.5,74700.37
Beverages,86,Orange Juice,53.5,74753.87
Beverages,86,Orange Juice,53.5,74807.37
Beverages,86,Orange Juice,53.5,74860.87
Beverages,86,Orange Juice,53.5,74914.37
Beverages,86,Orange Juice,53.5,74967.87
Beverages,86,Orange Juice,53.5,75021.37
Beverages,86,Orange Juice,53.5,75074.87
Beverages,86,Orange Juice,53.5,75128.37
Beverages,86,Orange Juice,53.5,75181.87
Beverages,86,Orange Juice,53.5,75235.37
Beverages,86,Orange Juice,53.5,75288.87
Beverages,86,Orange Juice,53.5,75342.37
Beverages,86,Orange Juice,53.5,75395.87
Beverages,86,Orange Juice,53.5,75449.37
Beverages,86,Orange Juice,53.5,75502.87
Beverages,86,Orange Juice,53.5,75556.37
Beverages,86,Orange Juice,53.5,75609.87
Beverages,86,Orange Juice,53.5,75663.37
Beverages,86,Orange Juice,53.5,75716.87
Beverages,86,Orange Juice,53.5,75770.37
Beverages,86,Orange Juice,53.5,75823.87
Beverages,86,Orange Juice,53.5,75877.37
Beverages,86,Orange Juice,53.5,75930.87
Beverages,89,Detergent,41.97,75972.84
Beverages,89,Detergent,41.97,76014.81
Beverages,89,Detergent,41.97,76056.78
Beverages,89,Detergent,41.97,76098.75
Beverages,89,Detergent,41.97,76140.72
Beverages,89,Detergent,41.97,76182.69
Beverages,89,Detergent,41.97,76224.66
Beverages,89,Detergent,41.97,76266.63
Beverages,89,Detergent,41.97,76308.6
Beverages,89,Detergent,41.97,76350.57
Beverages,89,Detergent,41.97,76392.54
Beverages,89,Detergent,41.97,76434.51
Beverages,89,Detergent,41.97,76476.48
Beverages,89,Detergent,41.97,76518.45
Beverages,89,Detergent,41.97,76560.42
Beverages,89,Detergent,41.97,76602.39
Beverages,89,Detergent,41.97,76644.36
Beverages,89,Detergent,41.97,76686.33
Beverages,89,Detergent,41.97,76728.3
Beverages,89,Detergent,41.97,76770.27
Beverages,89,Detergent,41.97,76812.24
Beverages,89,Detergent,41.97,76854.21
Beverages,89,Detergent,41.97,76896.18
Beverages,89,Detergent,41.97,76938.15
Beverages,89,Detergent,41.97,76980.12
Beverages,89,Detergent,41.97,77022.09
Beverages,89,Detergent,41.97,77064.06
Beverages,89,Detergent,41.97,77106.03
Beverages,89,Detergent,41.97,77148.0
Beverages,89,Detergent,41.97,77189.97
Beverages,89,Detergent,41.97,77231.94
Beverages,89,Detergent,41.97,77273.91
Beverages,89,Detergent,41.97,77315.88
Beverages,89,Detergent,41.97,77357.85
Beverages,89,Detergent,41.97,77399.82
Beverages,89,Detergent,41.97,77441.79
Beverages,96,Apple,7.38,77449.17
Beverages,96,Apple,7.38,77456.55
Beverages,96,Apple,7.38,77463.93
Beverages,96,Apple,7.38,77471.31
Beverages,96,Apple,7.38,77478.69
Beverages,96,Apple,7.38,77486.07
Beverages,96,Apple,7.38,77493.45
Beverages,96,Apple,7.38,77500.83
Beverages,96,Apple,7.38,77508.21
Beverages,96,Apple,7.38,77515.59
Beverages,96,Apple,7.38,77522.97
Beverages,96,Apple,7.38,77530.35
Beverages,96,Apple,7.38,77537.73
Beverages,96,Apple,7.38,77545.11
Beverages,96,Apple,7.38,77552.49
Beverages,96,Apple,7.38,77559.87
Beverages,96,Apple,7.38,77567.25
Beverages,96,Apple,7.38,77574.63
Beverages,96,Apple,7.38,77582.01
Beverages,96,Apple,7.38,77589.39
Beverages,96,Apple,7.38,77596.77
Beverages,96,Apple,7.38,77604.15
Beverages,96,Apple,7.38,77611.53
Beverages,96,Apple,7.38,77618.91
Beverages,96,Apple,7.38,77626.29
Beverages,96,Apple,7.38,77633.67
Beverages,96,Apple,7.38,77641.05
Beverages,96,Apple,7.38,77648.43
Beverages,96,Apple,7.38,77655.81
Beverages,96,Apple,7.38,77663.19
Beverages,96,Apple,7.38,77670.57
Beverages,96,Apple,7.38,77677.95
Beverages,96,Apple,7.38,77685.33
Beverages,96,Apple,7.38,77692.71
Beverages,96,Apple,7.38,77700.09
Beverages,96,Apple,7.38,77707.47
Beverages,96,Apple,7.38,77714.85
Beverages,96,Apple,7.38,77722.23
Beverages,96,Apple,7.38,77729.61
Beverages,96,Apple,7.38,77736.99
Beverages,97,Orange Juice,341.61,78078.6
Beverages,97,Orange Juice,341.61,78420.21
Beverages,97,Orange Juice,341.61,78761.82
Beverages,97,Orange Juice,341.61,79103.43
Beverages,97,Orange Juice,341.61,79445.04
Beverages,97,Orange Juice,341.61,79786.65
Beverages,97,Orange Juice,341.61,80128.26
Beverages,97,Orange Juice,341.61,80469.87
Beverages,97,Orange Juice,341.61,80811.48
Beverages,97,Orange Juice,341.61,81153.09
Beverages,97,Orange Juice,341.61,81494.7
Beverages,97,Orange Juice,341.61,81836.31
Beverages,97,Orange Juice,341.61,82177.92
Beverages,97,Orange Juice,341.61,82519.53
Beverages,97,Orange Juice,341.61,82861.14
Beverages,97,Orange Juice,341.61,83202.75
Beverages,97,Orange Juice,341.61,83544.36
Beverages,97,Orange Juice,341.61,83885.97
Beverages,97,Orange Juice,341.61,84227.58
Beverages,97,Orange Juice,341.61,84569.19
Beverages,97,Orange Juice,341.61,84910.8
Beverages,97,Orange Juice,341.61,85252.41
